Year,Detail
1988,"In December, Major League Baseball signed a four-year, $1.05 billion dollar television deal with the Columbia Broadcasting System (CBS) making it one of the largest agreements (to date) between the sport of baseball and the business of broadcasting."
1988,The game-winning RBI was dropped as an official statistic by the rules and regulations committee.
1988,"""The Ruth is mighty and shall prevail. He did yesterday."" - New York World Article from 1912"
1988,Hitting Statistics League Leaderboard
1988,Pitching Statistics League Leaderboard
1988,Team Standings
1988,Hitting Statistics League Leaderboard
1988,Pitching Statistics League Leaderboard
1988,"On September 28, 1988,Orel Hershiserpitched ten additional shutout innings to continue his scoreless streak to fifty-nine."
1988,"On August 9, 1988, the Chicago Cubs played the New York Mets during thefirst everWrigley Field night game."
1988,"Did you know that on November 10, 1988,Orel Hershiserwon theCy Young Awardunanimously?"
1988,Where what happened yesterdayis being preserved today.
1988,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1989,"On October 17thas 60,000+ Giants and A's fans inside Candlestick Park anxiously awaited the start of Game 3 of the World Series, an earthquake measuring 6.9 on the Richter scale shook the San Francisco area killing sixty-seven people and causing nearly $10 billion in damages."
1989,"U.S. Armed Forces invaded Panama after General Manuel Noriega, clamped down on the country's already limited democracy. After taking control of the region and holding a siege over Noriega's compound, U.S. troops arrested the self-proclaimed military dictator and brought him to the United States to face charges of drug trafficking."
1989,The super-tanker Exxon Valdez ran aground off the coast of Alaska spilling eleven million gallons of oil into the Prince Willliam Sound. About seventy-hundred thirty miles of coastline and wildlife was affected by the worst environmental disaster in U.S. history and Exxon spent over $1 billion in trying to clean up the damage.
1989,"On June 27th, Frank Robinson's Baltimore Orioles went up against Cito Gaston's Toronto Blue Jays for the first meeting in Major League history between two black managers. The Orioles went on to dominate the outing 16-6."
1989,"Seattle Mariners' rookie sensation Ken Griffey, Jr. debuted at age nineteen and hit the first pitch he saw for a double off of the Oakland Athletics' Dave Stewart. His father, Ken Griffey, Sr. was still with the Cincinnati Reds making them the first father and son to play in the majors simultaneously."
1989,"Texas Ranger Nolan Ryan set the all-time strikeout record after sitting down the Oakland Athletics' Rickey Henderson with a 95-mph fastball for his 5,000th career ""K"". The forty-two year old ace started the contest needing six and finished with seven despite losing 2-0."
1989,"On June 3rd, the Houston Astros and Los Angeles Dodgers battled for twenty-two innings in a seven hour, fourteen minute marathon that set the all-time record for the longest night game in National League history. As Saturday rolled into Sunday, the home team managed to break the stalemate for a 5-4 victory courtesy of an unlikely hero. Originally slated as a starting pitcher for the following days outing, Mike Scott was sent home to rest before the game went into extra innings. As the contest wore on, he was eventually called back to the Astrodome and ended up pinch-hitting for his exhausted teammates. Drafted by the New York Mets in the 2nd round of the 1976 amateur draft, the right-hander had never been known for his skills at the plate. Statistics meant nothing though as Scott surprised everyone in attendance with a clutch, sacrifice-fly that ended the game. Both teams (and fans) staggered out of the ballpark, but returned a few hours later for an afternoon game that had already been scheduled. Amazingly, both opponents went toe-to-toe again for another thirteen-inning marathon that ended with a second Astros' victory (7-6). As 1989 was not exactly a banner year for the Houston franchise, the two-day, and thirty-five inning series was an exhilarating highlight for both the players, as well as the fans."
1989,"San Francisco Giants' pitcher, Dave Dravecky snapped his own arm while delivering a pitch in the sixth-inning against the Montreal Expos. The injury resulted in a stress fracture of the humerus, which was attributed to arm surgery that he had in 1988 due to cancer. Dravecky was pitching a shutout at the time and was given credit for the final 3-2 decision. Soon after, he retired with a 64-57 win-loss record."
1989,"Howard Johnson, of the New York Mets, hit his thirtieth homerun on August 20thmatching the thirty stolen bases that he had tallied to date. The tying statistic made him only the third, two-time member of the 30-30 club along with Bobby Bonds and Willie Mays."
1989,"Sports Illustrated printed details of Pete Rose's rumored gambling activities including allegations of hand signaling from the dugout in Riverfront Stadium to several betting associates. A few months later, the FBI reported possessing several betting sheets with the Reds' manager's handwriting and fingerprints on them. In August after a thorough investigation, the baseball commissioner's office found him guilty of betting on the games and forced Rose to sign an agreement banning him entirely from Major League Baseball."
1989,"Donnie Moore, the thirty-five year-old former pitcher for the Anaheim Angels, shot his wife, then killed himself after battling severe depression attributed to the home run he yielded to the Red Sox's Dave Henderson in the 1986 American League Championship Series."
1989,"On September 1st, Commissioner A. Bartlett Giamatti died at age fifty-one of an apparent heart attack while vacationing at his summer cottage in Martha's Vineyard. He became only the second Major League Baseball Commissioner to die while serving office along with Kenesaw Mountain Landis."
1989,"Two modern baseball classics hit the big screen as ""Field of Dreams"" and ""Major League"" debuted at the box office. The first starred Kevin Costner, Ray Liotta and James Earl Jones in a film version of the W.P. Kinsella novel ""Shoeless Joe"" and the second featured Tom Berenger, and Charlie Sheen who took a more ""tongue-in-cheek"" approach to Cleveland Indian's baseball."
1989,"""A catcher and his body are like the outlaw and his horse. He's got to ride that nag till it drops."" - Johnny Bench"
1989,Hitting Statistics League Leaderboard
1989,Pitching Statistics League Leaderboard
1989,Team Standings
1989,Hitting Statistics League Leaderboard
1989,Pitching Statistics League Leaderboard
1989,"Did you know that on May 29, 1989, future hall of famerMike Schmidtof the Philadelphia Phillies retired from Major League baseball?"
1989,"On June 3, 1989, the Los Angeles Dodgers played a seven hour fourteen minute losing battle against the Houston Astros. The twenty-two inning game used so many players that their pitching ace,Fernando Valenzuela, was playing first base when the game ended."
1989,"On July 5, 1989,Barry Bondshit a home run in a losing effort versus the San Francisco Giants.Bobby Bonds, and his son Barry, now had a combined four-hunded eight home runs to beat the record of four-hundred seven held by the Bell and Berrafamilies."
1989,Where what happened yesterdayis being preserved today.
1989,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1990,"The Hubble Space Telescope was originally due to be launched in 1986, but the explosionof the Space Shuttle Challenger delayed the launch until April of 1990. The twelve-ton telescope was equipped with a ninety-four inch mirror and was sent into orbit by the astronauts aboard the Space Shuttle Discovery. Within two months, a flaw in the mirror was discovered, placing in jeopardy the largest investment ever in astronomy. Three years later, the defect was finally repaired by specialists aboard the Space Shuttle Endeavor who restored the telescope to its full optical capabilities."
